full_id,osm_id,osm_type,amenity,name,long,lat
n4407990980,"4407990980",node,school,Bangladesh Sikkha Niketon High School (বাংলাদেশ আদর্শ শিক্ষা নিকেতন উচ্চ বিদ্যানিকেতন),90.369653,23.827964
n4407990988,"4407990988",node,school,Bluming Buds Center for Autistic children/Blooming Buds International School(ব্লুমিং বাডস সেন্টার ফর আটিস্টিক চিল্ড্রেন/ ব্লুমিং বাডস ইন্টারন্যাশনাল স্কুল),90.368085,23.815856
n4407994604,"4407994604",node,school,EL Dorado Preparatory School(এল ডোরাডো প্রিপারেটরী স্কুল),90.366568,23.827920
n4407994620,"4407994620",node,school,Ikra Ideal School(ইকরা আইডিয়াল স্কুল),90.367999,23.815790
n4407994625,"4407994625",node,school,জামিয়া আরাবীয়া আশরাফিয়া ও এতিমখানা,90.368889,23.828383
n4407994626,"4407994626",node,school,জামিয়া ইসলামিয়া কাসেমুল উলূম মাদ্রাসা,90.367665,23.815749
n4407994627,"4407994627",node,school,জামিয়া ইসলামিয়া কাশেমুল উলুম মাদ্রাসা ও এতিম খানা।,90.367634,23.815858
n4407994629,"4407994629",node,school,Jannat Academy High School(জান্নাত একাডেমী হাই স্কুল),90.366991,23.815619
n4407994634,"4407994634",node,school,কিরাতুল কুরান দ্বিনিয়া মহিলা মাদ্রাসা,90.370543,23.827959
n4407994636,"4407994636",node,school,M D C model institute(এম ডি সি মডেল ইন্সটিটিউট),90.366197,23.823579
n4407994644,"4407994644",node,school,মাদ্রাসাতুল দারুল কুরান,90.369213,23.823411
n4407994649,"4407994649",node,school,Matri Chaya Dustho o Protibondhi Unnoyon school(মাতৃ ছায়া দুস্থ ও প্রতিবন্ধী উন্নয়ন স্কুল),90.369074,23.823271
n4407994655,"4407994655",node,school,মিরপুর মহিলা মাদ্রাসা,90.368859,23.828522
n4407994656,"4407994656",node,school,Mirpur shapla school(মিরপুর শাপলা স্কুল),90.371401,23.816252
n4407994657,"4407994657",node,school,Mitu manik kindergarten(মিতু মানিক কিন্ডারগার্টেন),90.366621,23.827774
n4407994664,"4407994664",node,school,Mysteria School intl(মিস্টেরিয়া স্কুল ইন্টারন্যাশনাল),90.365578,23.821536
n4407994665,"4407994665",node,school,Nahar academy ucccho biddaloy (নাহার একাডেমী উচ্চ বিদ্যালয়),90.364724,23.826357
n4407994676,"4407994676",node,school,Paradise international school(প্যারাডাইস ইন্টারন্যাশনাল স্কুল),90.365717,23.827912
n4407994816,"4407994816",node,school,তাবলিগুল উলুম মাদ্রাসা ও এতিমখানা,90.366076,23.828949
n4407994820,"4407994820",node,school,Tamirul Ummah Cadet Academy(তামিরুল উম্মাহ ক্যাডেট একাডেমি),90.367813,23.828119
n4407994822,"4407994822",node,school,The Australasian school and college(দি অস্ট্রেলেশিয়ান স্কুল অ্যান্ড কলেজ),90.367143,23.815487
n4407994824,"4407994824",node,school,Twinkle Kids Grammer School(টুইংকেল কিডস গ্রামার স্কুল),90.371211,23.815946
n4407994831,"4407994831",node,school,ইশা-আতুল উলুম মাদ্রাসা,90.367447,23.822266
n4407994832,"4407994832",node,school,littel angel international school(লিটল এনজেল ইন্টারন্যাশনাল স্কুল),90.367737,23.824268
n4407994834,"4407994834",node,school,shaheed Cadet Academy(শহিদ ক্যাডেট একাডেমি),90.369437,23.821418
n4407994835,"4407994835",node,school,south- east international school(সাউথ-ইস্ট ইন্টারন্যাশনাল স্কুল),90.367430,23.815546
n4408491191,"4408491191",node,school,,90.357204,23.730820
n4409059790,"4409059790",node,school,,90.554746,23.831655
n4427352341,"4427352341",node,school,pakundia pilot adarsha high school,90.682722,24.330618
n4432181512,"4432181512",node,school,ঝিলের পাড় জামিয়া কিরাতুল হাফিজিয়া মাদ্রাসা,90.359014,23.828281
n4432181515,"4432181515",node,school,আদর্শ মহিলা মাদ্রাসা,90.363286,23.822251
n4432181526,"4432181526",node,school,Alif International School(আলিফ ইন্টারন্যাশনাল স্কুল),90.368546,23.826080
n4432181528,"4432181528",node,school,Alokita Mission School(আলোকিত মিশন স্কুল),90.359046,23.826760
n4432181534,"4432181534",node,school,Apple tree international school(এ্যাপল ট্রি ইন্টারন্যাশনাল স্কুল),90.361760,23.824260
n4432181540,"4432181540",node,school,BRAC Pre-Primary School(ব্রাক প্রি-প্রাইমারী স্কুল),90.357386,23.826923
n4432181554,"4432181554",node,school,CANVAS Educational Institute(ক্যানভাস এডুকেশনাল ইন্সটিটিউট),90.360706,23.826511
n4432181555,"4432181555",node,school,Candour International School(ক্যানডর ইন্টারন্যাশনাল স্কুল),90.364994,23.825096
n4432181568,"4432181568",node,school,Dhansiri Preparetory School(ধানসিঁড়ি প্রিপারেটরি স্কুল),90.362156,23.824225
n4432181574,"4432181574",node,school,দুয়ারীপাড়া দারুসসুন্নাহ আদর্শ মাদ্রাসা,90.357834,23.826311
n4432181581,"4432181581",node,school,Fame International School(ফেইম ইন্টারন্যাশনাল স্কুল),90.364006,23.822781
n4432181692,"4432181692",node,school,Holy Crisent School and College,90.357093,23.823694
n4432181694,"4432181694",node,school,ইবনে আব্বাস রহমতুল্লাহ ইন্সটিটিউট,90.357093,23.823285
n4432181696,"4432181696",node,school,Ideal Academy School(আইডিয়াল একাডেমী স্কুল),90.368672,23.826366
n4432181698,"4432181698",node,school,ইসলামী ব্যাংক মহিলা মাদ্রাসা,90.361404,23.819564
n4432181706,"4432181706",node,school,Juvenile English Medium School(জুভেনাইল ইংলিশ মিডিয়াম স্কুল),90.361489,23.823494
n4432181727,"4432181727",node,school,মাদ্রাসা মারকাতুস সুন্নাহ তাহিয়্যাতুত তুল্লাহ,90.360247,23.823619
n4432181728,"4432181728",node,school,মাদ্রাসা ছউতুল হেরা,90.357759,23.823755
n4432181729,"4432181729",node,school,মাদ্রাসাতুস সুফুফা আল- ইসলামিয়া ঢাকা,90.357112,23.823163
n4432181732,"4432181732",node,school,মারকাযুদ দাওয়াহ আল ইসলামিয়া ঢাকা,90.360837,23.827101
n4432181738,"4432181738",node,school,Mirpur Cadet Dakhil Madrasa(মিরপুর ক্যাডেট দাখিল মাদ্রাসা),90.369960,23.827694
n4432181744,"4432181744",node,school,মসজিদুল আমান,90.362931,23.822789
n4432181745,"4432181745",node,school,Mou Rong Primary School,90.357626,23.822902
n4432181752,"4432181752",node,school,New international needs school(নিউ ইন্টারন্যাশনাল নিডস স্কুল),90.363948,23.821787
n4432181753,"4432181753",node,school,Noyontara UCLC(নয়নতারা ইউ সি এল সি),90.361033,23.823581
n4432181755,"4432181755",node,school,Obhijatrik School(অভিযাত্রিক স্কুল),90.361627,23.822552
n4432181763,"4432181763",node,school,পল্লবী তা\'লিমুল কুরআান মাদ্রাসা,90.362319,23.822170
n4432181765,"4432181765",node,school,Play Land(প্লে ল্যান্ড),90.360994,23.826345
n4432181766,"4432181766",node,school,Pollobi Degree College(পল্লবী ডিগ্রী কলেজ),90.357636,23.826877
n4432181775,"4432181775",node,school,Renaissanace Junior High School(রেনেসাঁ জুনিয়র হাই স্কুল),90.366626,23.826022
n4432181791,"4432181791",node,school,Sher E Bangla Laboratory School(শের ই বাংলা ল্যাবরেটরি স্কুল),90.359276,23.826417
n4432181795,"4432181795",node,school,Shurjomukhi Bidyaniketon(সুর্যমুখী বিদ্যানিকেতন),90.363326,23.826160
n4432181798,"4432181798",node,school,সাউথ পয়েন্ট স্কুল অ্যান্ড কলেজ,90.364293,23.828199
n4432181803,"4432181803",node,school,তাহসিনুল কুরান মাদ্রাসা,90.362022,23.823711
n4432181809,"4432181809",node,school,Trust Model Academy(ট্রাস্ট মডেল একাডেমি),90.362806,23.822214
n4432181815,"4432181815",node,school,ample education institute(এম্পল এডুকেশন ইন্সটিটিউট),90.365426,23.825924
n4432181818,"4432181818",node,school,charulata pre school(চারুলতা প্রি স্কুল),90.366308,23.825388
n4432181825,"4432181825",node,school,গুলে জান্নাত আরিফাবাদ মহিলা মাদ্রাসা,90.357073,23.820183
n4432181827,"4432181827",node,school,harun molla college(হারুন মোল্লা কলেজ),90.363529,23.823810
n4432181839,"4432181839",node,school,Mother Teresa Catholic School,90.363491,23.824504
n4432181841,"4432181841",node,school,orgate creative academy(অরগেট ক্রিয়েটিভ একাডেমী),90.361954,23.824899
n4432831137,"4432831137",node,school,,91.279914,22.875115
n4447081450,"4447081450",node,school,Chandipur Govt. Primary School,90.317736,23.725398
n4449286921,"4449286921",node,school,Uttar Bangla Biddyapith,89.238284,25.760617
n4455193123,"4455193123",node,school,Padua Ward Bari Government Primary School,92.111600,22.050183
n4460400494,"4460400494",node,school,School,91.048128,23.435408
n4462374792,"4462374792",node,school,,90.398666,23.729176
n4464362711,"4464362711",node,school,Hizla Govt. Primary School,90.327455,23.719176
n4464362712,"4464362712",node,school,Ziaur Rahman Adarsha High School,90.327403,23.718474
n4469683272,"4469683272",node,school,Monohoria Govt. Primary School,90.322722,23.733694
n4471596889,"4471596889",node,school,,90.372174,23.773530
n4483427139,"4483427139",node,school,Bhaberchar Wazir Ali High School,90.647983,23.550360
n4483434414,"4483434414",node,school,Lokkhipur Adarsha Kinder Garten,90.648994,23.548987
n4496841120,"4496841120",node,school,,88.488232,26.031823
n4500819785,"4500819785",node,school,Asrafabad High School,90.377667,23.710789
n4508611105,"4508611105",node,school,Robiullah Sarkar Madrasah,90.376737,23.718356
n4508611116,"4508611116",node,school,Oriental National School,90.376538,23.718272
n4509965353,"4509965353",node,school,SS International School,90.375657,23.719183
n4509991082,"4509991082",node,school,Ideal Academy,90.374803,23.719026
n4510067168,"4510067168",node,school,Motherland School & College,90.374113,23.719811
n4510112792,"4510112792",node,school,Fatema Girls School,89.576153,22.810844
n4510153489,"4510153489",node,school,Khulna Model School,89.568532,22.812705
n4510512889,"4510512889",node,school,Academia,90.374085,23.745955
n4515288452,"4515288452",node,school,Aloron School & College,90.373703,23.720488
n4517186491,"4517186491",node,school,ধানমন্ডি টিউটোরিয়াল স্কুল,90.383633,23.745796
n4519247290,"4519247290",node,school,,90.778076,23.683433
n4519284490,"4519284490",node,school,,90.778327,23.682357
n4523095121,"4523095121",node,school,Waz-uddin High School,90.370022,23.716477
n4525613268,"4525613268",node,school,Faizur Rahman Ideal School & College,90.444096,23.761165
n4527944326,"4527944326",node,school,Mohammadpur Preparatory High School (Boy's Section),90.370240,23.760188
n4528121493,"4528121493",node,school,Mohammadpur Preparatory High School (Girl's Section),90.367684,23.761894
n4528171607,"4528171607",node,school,YWCA School,90.370679,23.760485
n4528171608,"4528171608",node,school,YWCA School,90.371124,23.760488
n4528269919,"4528269919",node,school,Mohammadpur Boy's High School,90.367731,23.766950
n4528473062,"4528473062",node,school,"St, Joseph School & College",90.370219,23.759718
n4528473421,"4528473421",node,school,SFX Green Herald School And College,90.367600,23.759608
n4528529074,"4528529074",node,school,Summerfield,90.371158,23.761890
n4528529075,"4528529075",node,school,London Grace School,90.371326,23.761288
n4540234589,"4540234589",node,school,,92.088063,22.056614
n4543693093,"4543693093",node,school,,90.368891,23.737276
n4543693195,"4543693195",node,school,বাখরাবাদ গ্যাস আদর্শ বিদ্যালয়,91.210814,23.451357
n4543723790,"4543723790",node,school,,90.375978,23.744855
n4543723791,"4543723791",node,school,,90.374691,23.744152
n4543772190,"4543772190",node,school,,90.372015,23.747373
n4553225293,"4553225293",node,school,আইন অনুষদ ভবন,91.792908,22.480777
n4554560897,"4554560897",node,school,Principal Kazi Faruky School & College,90.753053,22.996400
n4555364396,"4555364396",node,school,ন্যাশনাল ইউনিফাই হাই স্কুল,90.450589,23.746316
n4555408189,"4555408189",node,school,ন্যাশনাল ইউনিফাই হাই স্কুল,90.451604,23.747201
n4558061490,"4558061490",node,school,,90.404964,23.863671
n4561908390,"4561908390",node,school,,91.841242,22.359032
n4564668790,"4564668790",node,school,,90.391318,23.798673
n4566546490,"4566546490",node,school,,91.848458,22.378141
n4568162690,"4568162690",node,school,,90.427622,23.815874
n4569907701,"4569907701",node,school,Holy Fair Public School,90.372663,23.720975
n4571574092,"4571574092",node,school,,91.110462,22.945462
n4572011191,"4572011191",node,school,,90.197693,22.866333
n4576757795,"4576757795",node,school,,90.394179,23.819336
n4577894389,"4577894389",node,school,,89.714680,25.085350
n4579917601,"4579917601",node,school,,90.369392,23.810617
n4580053002,"4580053002",node,school,Adarsha High School,90.370830,23.806781
n4582877889,"4582877889",node,school,সাইফুর্স পান্থপথ শাখা,90.386855,23.750903
n4583523390,"4583523390",node,school,,90.355587,23.806719
n4583526489,"4583526489",node,school,,90.355695,23.807075
n4584791690,"4584791690",node,school,,90.369650,23.750558
n4586433090,"4586433090",node,school,,91.182980,22.954873
n4586775426,"4586775426",node,school,Siam School,90.371823,23.720505
n4594502392,"4594502392",node,school,,90.413941,23.802197
n4598048789,"4598048789",node,school,,89.396513,24.863996
n4623697794,"4623697794",node,school,গোড়ান আদর্শ উচ্চ বিদ্যালয়,90.436559,23.745669
n4634198681,"4634198681",node,school,Chittagong Grammar School,91.830804,22.354154
n4634198682,"4634198682",node,school,,91.829372,22.351876
n4634202774,"4634202774",node,school,Premier University,91.823246,22.358634
n4634235829,"4634235829",node,school,Islamia Degree College,91.830200,22.328582
n4636992605,"4636992605",node,school,Ideal School and College,91.834766,22.349530
n4644390539,"4644390539",node,school,Gobra Parbati Bidyapith,89.497822,23.112016
n4647697890,"4647697890",node,school,,90.411626,23.709747
n4658439289,"4658439289",node,school,ড্যাপস স্কুল,90.356392,23.800462
n4659476153,"4659476153",node,school,HCPSC Ground,91.781512,22.340373
n4663697198,"4663697198",node,school,,89.809048,23.588437
n4663698590,"4663698590",node,school,,89.808821,23.588257
n4669613826,"4669613826",node,school,Sarail Annada Govt. High School,91.112840,24.070761
n4677860632,"4677860632",node,school,,91.920359,22.460249
n4685660690,"4685660690",node,school,,90.416079,23.718229
n4693178335,"4693178335",node,school,বাঘইল ১নং সরকারি প্রাথমিক বিদ্যালয়,89.061675,24.107129
n4693178346,"4693178346",node,school,আবূল হোসেন উচ্চ বিদ্যালয়,89.063285,24.102305
n4695665389,"4695665389",node,school,,91.204605,22.891205
n4695673491,"4695673491",node,school,,91.204356,22.890253
n4695897390,"4695897390",node,school,,90.407170,23.749697
n4702369602,"4702369602",node,school,,91.212565,22.901791
n4704687748,"4704687748",node,school,,91.901824,24.898070
n4704712400,"4704712400",node,school,,91.903402,24.901590
n4704716429,"4704716429",node,school,,91.899004,24.895631
n4704785790,"4704785790",node,school,,90.390179,23.827149
n4712434387,"4712434387",node,school,বাংলাদেশ ব্যাংক উচ্চ বিদ্যালয়,90.422823,23.730921
n4713465391,"4713465391",node,school,,90.249628,23.606901
n4730454422,"4730454422",node,school,,89.943970,24.932627
n4731756171,"4731756171",node,school,,90.385300,23.721685
n4737206825,"4737206825",node,school,আলো আর্ট স্কুল,90.423663,23.737513
n4741309992,"4741309992",node,school,Madrasha,90.297824,24.712796
n4741322130,"4741322130",node,school,Sarutia Madrasha,90.303883,24.701497
n4744295223,"4744295223",node,school,,91.828858,22.316784
n4744986419,"4744986419",node,school,Rani Bilashmoni Girls High School,90.424815,23.999952
n4757495321,"4757495321",node,school,,90.440164,23.683081
n4759028221,"4759028221",node,school,,90.371898,23.805918
n4761669156,"4761669156",node,school,Gokarna High School,91.189116,24.139471
n4776611087,"4776611087",node,school,Harbang Hign School,92.055307,21.845803
n4778524810,"4778524810",node,school,Showlmari M.R High School,89.851575,25.613544
n4778584124,"4778584124",node,school,Primary School,89.852607,25.654928
n4796962321,"4796962321",node,school,,90.358469,23.765986
n4803251642,"4803251642",node,school,Janata Adarsha Bidyapith,90.623389,23.968155
n4824619476,"4824619476",node,school,ক্যাডেট মাদ্রাসা,90.120725,23.614807
n4825626092,"4825626092",node,school,জয়পাড়া পাইলট মডেল স্কুল,90.120692,23.616003
n4825630107,"4825630107",node,school,বেগম আয়েশা বালিকা উচ্চ বিদ্যালয়,90.120941,23.616894
n4829024978,"4829024978",node,school,Mirkadim High School,90.484481,23.561206
n4831032323,"4831032323",node,school,Murma Government Primary school,90.485559,23.558446
n4838260793,"4838260793",node,school,Begum Noorjahan Memorial Girls' High School,90.358268,23.765559
n4853513223,"4853513223",node,school,,89.229604,23.860870
n4869329022,"4869329022",node,school,,90.384352,23.726620
n4873423988,"4873423988",node,school,Jagannathpur Primary School,91.762568,24.457712
n4875314333,"4875314333",node,school,Mirzapur High School,91.627242,24.410710
n4887247104,"4887247104",node,school,Sadek Mostan Govt. Primary School,91.666150,22.604675
n4908747026,"4908747026",node,school,,90.441870,23.891450
n4909166422,"4909166422",node,school,,90.554992,24.451271
n4909166423,"4909166423",node,school,,90.552277,24.453278
n4915373468,"4915373468",node,school,Hanua Matijan Secondary School,90.428100,22.534666
n4916754193,"4916754193",node,school,Bangladesh Institute of Management (BIM),90.375514,23.756933
n4944247721,"4944247721",node,school,,90.395559,23.816481
n4957240686,"4957240686",node,school,The New Generation Ideal High School,92.119950,24.834457
n4963059641,"4963059641",node,school,Borolia govt primary school,90.474487,23.511863
n4972531675,"4972531675",node,school,Dhakirgaow Government Primary School,90.696220,23.328337
n4974361922,"4974361922",node,school,,90.443993,23.880597
n4976689752,"4976689752",node,school,Uttoron Scholar Academy (উত্তরন স্কলার একাডেমি),90.355012,23.773481
n4976689790,"4976689790",node,school,Hazrat Ayesha (Ra) Academy (হযরত আয়েশা (রা) একাডেমী),90.350366,23.769993
n4976689791,"4976689791",node,school,Shamsur Nahar Mohila Madrasha (শামছুর নাহার মহিলা মাদ্রাসা),90.353918,23.770098
n4976689792,"4976689792",node,school,Dhaka oxford school (ঢাকা অক্সফোর্ড স্কুল),90.348917,23.772488
n4976689793,"4976689793",node,school,Sotota International School (সততা ইন্টারন্যাশনাল স্কুল),90.353162,23.773537
n4976689794,"4976689794",node,school,ম্যাক মাস্টার চারু ও ললিতকলা একাডেমী,90.354569,23.769953
n4976689795,"4976689795",node,school,ম্যাক মাস্টার ইংলিশ মিডিয়াম স্কুল,90.354598,23.769953
n4976689796,"4976689796",node,school,Shishuswarga Bidyaniketan (শিশুস্বর্গ বিদ্যানিকেতন),90.354738,23.769960
n4976689797,"4976689797",node,school,Orient Public School (ওরিয়েন্ট পাবলিক স্কুল),90.348671,23.770126
n4976689798,"4976689798",node,school,Hosainia Nuraniya Hafizia Madrasa (হোসাইনিয়া নূরানীয়া হাফিজিয়া মাদ্রাসা),90.349095,23.769547
n4976689799,"4976689799",node,school,sweet bird ideal school (সুইট বার্ড আইডিয়াল স্কুল),90.349202,23.769538
n4976689800,"4976689800",node,school,S.M Model School and College (এস এম মডেল স্কুল এন্ড কলেজ),90.349411,23.769446
n4976689801,"4976689801",node,school,,90.353806,23.771130
n4976689802,"4976689802",node,school,Decent Grammar School (ডিসেন্ট গ্রামার স্কুল),90.349466,23.772154
n4976689804,"4976689804",node,school,Lotus collegiate school (লোটাস কলেজিয়েট স্কুল),90.347172,23.771495
n4976689805,"4976689805",node,school,Baitul Abrar Jame Mosjid (বাইতুল আবরার জামে মসজিদ),90.349295,23.772208
n4976689806,"4976689806",node,school,Jannatul Ferdous Jame Mosjid (জান্নাতুল ফেরদাউস জামে মসজিদ),90.350652,23.771803
n4976689808,"4976689808",node,school,Nobagoto Adorso High School (নবাগত আদর্শ উচ্চ বিদ্যালয়),90.346021,23.769998
n4976689809,"4976689809",node,school,Anjuman Residential Model School (আনজুমান রেসিডেনশিয়াল মডেল স্কুল),90.351155,23.774005
n4976689810,"4976689810",node,school,Parampara Naba Vabna Biddaloy (পরম্পরা নবভাবনা বিদ্যালয়),90.352099,23.775291
n4976689811,"4976689811",node,school,Gazi Methods School (গাজি মেথডস স্কুল),90.350913,23.775267
n4976689812,"4976689812",node,school,Ambition International School,90.351882,23.776486
n4976689813,"4976689813",node,school,Adabor 17/B Jame Mosjid (আদাবর ১৭/বি জামে মসজিদ),90.349507,23.775960
n4976689814,"4976689814",node,school,Green Bird School (গ্রীন বার্ড স্কুল),90.352064,23.776720
n4976689815,"4976689815",node,school,Monsurabad Markazut Taqwa Elmul Quran (মনসুরাবাত মারকাযুত তাক্বওয়া ইলমুল কোরআন),90.351361,23.777611
n4976689816,"4976689816",node,school,Meridian Public School (মেরিডিয়ান পাবলিক স্কুল),90.349780,23.773655
n4976689818,"4976689818",node,school,Capital Modern School (ক্যাপিটাল মডার্ন স্কুল),90.347623,23.772504
n4976689819,"4976689819",node,school,Sunflower International school (সানফ্লাওয়ার ইন্টারন্যাশনাল স্কুল),90.348840,23.772921
n4976689820,"4976689820",node,school,Baitul Aman Madrasa Mosjid O Atimkhana Complex (বাইতুল আমান মাদরাসা মসজিদ ও এতিমখানা কমপ্লেক্স),90.350665,23.773402
n5004826923,"5004826923",node,school,,90.405033,23.863514
n5017837723,"5017837723",node,school,শাহজাহানপুর রেলওয়ে বিদ্যালয়,90.424394,23.741308
n5059494576,"5059494576",node,school,Nipobon School,91.794062,22.468606
n5077434582,"5077434582",node,school,Computer Department,89.249572,25.753677
n5077434597,"5077434597",node,school,Civil Department,89.248996,25.753599
n5077434598,"5077434598",node,school,Electrical Department,89.248846,25.753461
n5077434611,"5077434611",node,school,R and C Department,89.249300,25.753020
n5077434616,"5077434616",node,school,Agricultural Department,89.248715,25.753024
n5077451625,"5077451625",node,school,Automotive Department,89.248875,25.752848
n5104564125,"5104564125",node,school,,90.049485,23.210524
n5105441325,"5105441325",node,school,,91.780541,22.286385
n5105452622,"5105452622",node,school,,91.777616,22.282603
n5117098176,"5117098176",node,school,51 No Tan Sutrapur Government Primary School ৫১নং টান সূত্রাপুর সরকারী প্রাথমিক বিদ্যালয়,90.197347,24.089046
n5118879116,"5118879116",node,school,Sohagpur Primary School সোহাগপুর প্রাথমিক বিদ্যালয়,90.152698,24.096567
n5118881042,"5118881042",node,school,Gorai High School গোড়াই উচ্চ বিদ্যালয়,90.152273,24.096514
n5119211036,"5119211036",node,school,Gouripur Stamford Internation School,90.782497,23.531659
n5119286838,"5119286838",node,school,Sarotia Government primary School,90.076350,24.111919
n5119291077,"5119291077",node,school,Kurni Jalal Uddin High School,90.066093,24.118455
n5121614521,"5121614521",node,school,,92.108193,21.412938
n5123815881,"5123815881",node,school,Alekjan Memorial High School,91.141302,23.472439
n5128064989,"5128064989",node,school,জনতাবাগ উচ্চ বিদ্যালয়,90.457592,23.698895
n5132849307,"5132849307",node,school,Mohisalbari Secondary Girls School,88.329436,24.459759
n5134465215,"5134465215",node,school,Uttar Shikle Baha Bazar Government Primary School উত্তর শিকলে বাহ বাজার গভার্নমেন্ট প্রাইমেরি স্চূল,91.854092,22.321812
n5134771255,"5134771255",node,school,Daulatpur High School Gate,91.867350,22.265243
n5136605688,"5136605688",node,school,Afzal khan jaluapara girls high school,91.218115,23.477129
n5136889741,"5136889741",node,school,Bangladesh Bank Colony High School,91.803256,22.324437
n5136889742,"5136889742",node,school,Hatey Khari High School & College,91.802184,22.323449
n5141353223,"5141353223",node,school,,90.364787,23.834911
n5142490288,"5142490288",node,school,Keshor Hat High School,88.653652,24.589538
n5146968821,"5146968821",node,school,Saifur's Coaching Center,91.866899,24.894820
n5147052589,"5147052589",node,school,Sonka B.L. High School,89.443770,24.603139
n5147081656,"5147081656",node,school,Dohazari Jamirjuri Ahmadur Rahman High School,92.060395,22.163744
n5149030188,"5149030188",node,school,Nukali Government Primary School,89.586150,24.146233
n5149375039,"5149375039",node,school,Dulai Government Primary School দুলাই সরকারি প্রাথমিক বিদ্যালয়,89.525021,23.954271
n5153472829,"5153472829",node,school,Ujalpur High School,88.626200,23.815338
n5154003615,"5154003615",node,school,Meherpur Government High School,88.634194,23.774068
n5154581906,"5154581906",node,,Laliarhat Soccer Field,91.819355,22.423735
n5154843705,"5154843705",node,school,Fatehabad City Corporation High School ফতেহাবাদ সিটি কর্পোরেশন উচ্চ বিদ্যালয়,91.817351,22.449829
n5154887699,"5154887699",node,school,Fatehpur High School ফতেপুর উচ্চ বিদ্যালয়,91.813843,22.473752
n5155064090,"5155064090",node,school,Hathazari Model Government Primary School হাটহাজারী মডেল সরকারী প্রাথমিক বিদ্যালয়,91.812823,22.503380
n5155304137,"5155304137",node,school,Ujalpur Government Primary School,88.627594,23.817313
n5155360235,"5155360235",node,school,Bhairab Girls High School,88.621197,23.805700
n5156319584,"5156319584",node,school,HATHAZARI PARBOTI HIGH SCHOOL,91.812258,22.503446
n5156389982,"5156389982",node,school,Chariya Board School চারিয়া বোর্ড স্কুল,91.803205,22.529784
n5156408706,"5156408706",node,school,Enayetpur High School এনায়েতপুর হাই স্কুল,91.794570,22.580730
n5156442318,"5156442318",node,school,Forhadabad Munshi Bari Primary School,91.794337,22.609404
n5156443282,"5156443282",node,school,Horipur ML High School,92.043642,24.991818
n5156443480,"5156443480",node,school,Horipur Government Primary School,92.043768,24.992054
n5158244476,"5158244476",node,school,Dantmara A.B.Z Sikder High School,91.699209,22.869670
n5158626280,"5158626280",node,school,Guimara High School (Faruque) গুইমারা হাই স্কুলে (ফারুক),91.869400,22.960659
n5159232949,"5159232949",node,school,Barguna Girls School,90.119979,22.158134
n5160184386,"5160184386",node,school,Dighinala Government High School দীঘিনালা সরকারি উচ্চ বিদ্যালয়,92.066880,23.246794
n5168398682,"5168398682",node,school,Batua Madrasha,91.865302,22.421792
n5168432174,"5168432174",node,school,Goalabazar Government Primary School,91.732688,24.701895
n5168435879,"5168435879",node,school,Kolarai Suruj Ali Primary School,91.717359,24.675506
n5170704662,"5170704662",node,school,Dinarpur High School,91.586280,24.511377
n5170772065,"5170772065",node,school,Putijuri S.C High School,91.565860,24.407119
n5171689522,"5171689522",node,school,,90.380955,23.800377
n5172349673,"5172349673",node,school,Nurpur Adarsha High School,91.417361,24.280906
n5172423871,"5172423871",node,school,Madhabpur Model Government Primary School,91.299601,24.105341
n5174079702,"5174079702",node,school,Kutta Para High School কুট্টা পাড়া উচ্চ বিদ্যালয়,91.117241,24.055140
n5174127464,"5174127464",node,school,Kamaura Shahid Smritee High School,91.049496,24.041441
n5174239138,"5174239138",node,school,বাংলাদেশ রেলওয়ে উচ্চ বিদ্যালয়,90.990926,24.050215
n5179315722,"5179315722",node,school,Shaspur Darul Ulom Hosainiya Madrasah,90.743526,23.983100
n5179566312,"5179566312",node,school,Narsingdi BSCIC,90.710751,23.948109
n5179572478,"5179572478",node,school,Kararchar Mvi.Tofazzal Hossain High School,90.708651,23.943257
n5181207578,"5181207578",node,school,Narshingdi Darul Quran Academy,90.707355,23.933481
n5182066095,"5182066095",node,school,Kabi Jasimuddin High School,91.846004,21.787024
n5185453056,"5185453056",node,school,Ramarbag Primary School,90.488829,23.647972
n5192839524,"5192839524",node,school,,88.742055,24.296433
n5195395686,"5195395686",node,school,G.M. Creative School,89.283874,25.532883
n5200796923,"5200796923",node,school,Soair Primary School,89.165392,24.576519
n5205632487,"5205632487",node,school,Madhupur Rani Bhabani High School,90.032758,24.614558
n5205948719,"5205948719",node,school,oronno school,90.376680,23.746823
n5207808850,"5207808850",node,school,Tokkhoshila Bidyalaya,90.365369,23.750946
n5207813629,"5207813629",node,school,Champaknagar Model School and College,91.212912,23.965236
n5209798923,"5209798923",node,school,kakoli school,90.373498,23.747515
n5209803878,"5209803878",node,school,junior labotary,90.373593,23.747369
n5210349820,"5210349820",node,school,Ramjibon High School,90.054057,24.652574
n5210352721,"5210352721",node,school,Pirojpur Government Primary School,90.054612,24.653191
n5213510080,"5213510080",node,school,Kewa Tamir Uddin Alim Madrasha,90.411811,24.220217
n5215491006,"5215491006",node,school,Hate Khori Biddaloy,90.694524,23.145529
n5215775624,"5215775624",node,school,Voradoba High School ভারাদোবা উচ্চ বিদ্যালয়,90.385135,24.444977
n5215920808,"5215920808",node,school,Boiler Kanhor Gov School,90.397863,24.638866
n5217198931,"5217198931",node,school,North Kafrul HIgh School,90.384941,23.789130
