x,y,full_id,osm_id,osm_type,amenity,name,name:am,contact:phone,contact:p.o.box,addr:city,addr:subcity,contact:email,is_in:city,contact:pobox,source:am,addr:kebele,contact:mobile,name:en,addr:postcode,phone,barrier,foot,motorcar,shop,source_ref,bicycle,access,website,operator,addr:street,opening_hours,name:zh,email,branch,description,addr:housenumber,tourism,level,mapillary,name:de
38.8013858,9.0161549,n6859609986,6859609986,node,school,ዋን ፕላኔት ኢንተርናሽናል,,,,,,,,,,,,One Planet International,0,+251-116-18-10-10,,,,,,,,http://www.oneplanetschool.com,,መገናኛ,Mo-Fr 00:00-24:00,,info@oneplanetschool.com,,,,,,,
38.715615,9.0410947,n6864107285,6864107285,node,school,ብርሃን በር,,,,,,,,,,,,Berhan Ber,,,,,,,,,,,,,,,,,,,,,,
38.8454158,9.0090493,n6872263085,6872263085,node,school,,,,,,,,,,,,,Safari Academy,,,,,,,,,,,Mr. Eyob Ayele,Summit - Salitemihret road,Mo-Fr 08:00-15:00; Sa 08:00-12:00,,,,,,,,,
38.8504727,9.0219168,n6872263185,6872263185,node,school,,,,,,,,,,,,,Safari Academy,,,,,,,,,,,Mr. Eyob Ayele,,Mo-Fr 08:00-15:00; Sa 08:00-12:00,,,,,,,,,
38.8456688,9.0126777,n6872267785,6872267785,node,school,,,,,,,,,,,,,Safari Academy,,,,,,,,,,,Mr. Eyob Ayele,,Mo-Fr 08:00-15:00; Sa 08:00-12:00,,,,,,,,,
38.8383599,9.017369,n6929804785,6929804785,node,school,ፋውንቴን ኦፍ ኖውሌጅ ት/ቤት,,,,,,,,,,,,Fountain of knowledge school,,,,,,,,,,,,,,,,,,,,,,
38.7969518,9.0184894,n6954546885,6954546885,node,school,,,,,,,,,,,,,Admas,,,,,,,,,,,,,,,,,,,,,,
38.7161575,9.013605,n6961293387,6961293387,node,school,ዩኒቲ ዩኒቨርሲቲ,,,,,,,,,,,,unity university,,,,,,,,,,http://www.uu.edu.et,,,,,,,,,,,,
38.6949164,9.0328163,n6968608285,6968608285,node,school,አል አፍያ ትምሕርት ቤት,,,,,,,,,,,,Al afia school,,,,,,,,,,,,,Mo-Fr 00:00-24:00; Sa 09:00-18:00,,,,,,,,,
38.7725482,8.8932806,n6982092385,6982092385,node,school,ኢትዮ ብሔራዊ ትምህርትቤት,ኢትዮ ብሔራዊ ትምህርትቤት,,,,,,,,,,,Ethio National School,,,,,,,,,,,,,,,,,,,,,,
38.7312177,9.0639372,n6982826485,6982826485,node,school,,,,,,,,,,,,,Belay zelke,,,,,,,,,,,,,,,,,,,,,,
38.7165813,9.0676318,n6983007185,6983007185,node,school,,,,,,,,,,,,,Meraf School,,,,,,,,,,,,,,,,,,,,,,
38.7663614,8.9830056,n6994562087,6994562087,node,school,ፊታአ,,,,,,,,,,,,FTA,,,,,,,,,,,,,,,,,,,,,,
38.7615991,9.0507615,n7077820285,7077820285,node,school,የኢትዮጵያ ህዋ ምርምር,,,,,,,,,,,,Ethiopian space science institute,,,,,,,,,,,,,,,,,,,,,,
38.7593493,9.0608584,n7101297485,7101297485,node,school,,,,,,,,,,,,,Dil Be Tigel Primary school,,,,,,,,,,,,,,,,,,,,,,
38.7627266,9.0420562,n7148341196,7148341196,node,school,Genet K. G. School,,,,,,,,,,,,Genet KG School,,,,,,,,,,,,,,,,,,,,,,
38.7742096,9.0350197,n7148740833,7148740833,node,school,Indian International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.7777345,9.0274075,n7158609864,7158609864,node,school,Yeka Sub City Administration Werda 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.7671953,8.9530331,n7159245981,7159245981,node,school,Bulbula Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.7705186,8.957116,n7159251688,7159251688,node,school,Falcon Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.77688,9.0382915,n7226599713,7226599713,node,school,Kebena Adventist School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.7728732,9.0206029,n7236646216,7236646216,node,school,Leilt Zenebwerk School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.731457,8.9487929,n7282924386,7282924386,node,school,,,,,,,,,,,,,Lebu Bright Academy,,910797841,,,,,,,,,Alebel,Lebu Mebrathayil,,,yonas.alebel23@gmail.com,,,,,,,
38.7661184,9.0379152,n7289136685,7289136685,node,school,ኤል ኤም,,,,,,,,,,,,LM international,,,,,,,,,,,,,,,,,,,,,,
38.8495102,8.985998,n7394665286,7394665286,node,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalala Learning Village
38.6752114,8.9774085,n7553512590,7553512590,node,school,,,,,,,,,,,,,Repi primary school,,,,,,,,,,,,,,,,,,,,,,
38.6739452,8.9768296,n7553516885,7553516885,node,school,,,,,,,,,,,,,Japan primary school,,,,,,,,,,,,,,,,,,,,,,
38.6760068,8.9775066,n7553517185,7553517185,node,school,,,,,,,,,,,,,Repi secondary school,,,,,,,,,,,,,,,,,,,,,,
38.7667704,8.878636,n7840028287,7840028287,node,school,,,,,,,,,,,,,አቤኔዘር አካዳሚ Abenezer academy KG and Primary school,,,,,,,,,,,,,,,,,,,,,,
38.7656221,8.881917,n7840028290,7840028290,node,school,,,,,,,,,,,,,B.M.B (Embutoch) Academy እንቡጦቹ አካዳሚ,,,,,,,,,,,,,,,,,,,,,,
38.7659478,8.8812216,n7840028291,7840028291,node,school,,,,,,,,,,,,,B.M.B (Embutoch) Academy እንቡጦቹ አካዳሚ,,,,,,,,,,,,,,,,,,,,,,
38.7794466,9.0195241,n7856365479,7856365479,node,,,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,,,,,,,
38.7713907,9.0051096,n7901935385,7901935385,node,school,,,,,,,,,,,,,Abyot Ermja Or Mision School,,,,,,,,,,,,,,,,,,,,,,
38.7793422,9.0272735,n8296383518,8296383518,node,school,German embassy school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.7495601,8.9688317,n8309120917,8309120917,node,school,,,,,,,,,,,,,Bizrate Gebriel Gofa,,,,,,,,,,,,,,,,,,,,,,
38.7745644,8.9577501,n8491501617,8491501617,node,school,,,,,,,,,,,,,El-Bethel School,,,,,,,,,,,,,,,,,,,,,,
38.7618962,8.9982702,n8491501917,8491501917,node,school,,,,,,,,,,,,,Flipper International School - Beklobet,,,,,,,,,,,,,,,,,,,,,,
38.7190831,9.0610338,n8491767817,8491767817,node,school,,,,,,,,,,,,,Fasil Primary School,,,,,,,,,,,,,,,,,,,,,,
38.7369141,9.0051808,n8513036429,8513036429,node,school,,,,,,,,,,,,,Africa union secondary school,,,,,,,,,,,,,,,,,,,,,,
38.8570544,9.0212281,n8518249419,8518249419,node,school,,,,,,,,,,,,,School Of Tomorrow Cmc Branch,,,,,,,,,,,,,,,,,,,,,,
38.8483987,9.023695,n8518249420,8518249420,node,school,,,,,,,,,,,,,Diamond Academy,,,,,,,,,,,,,,,,,,,,,,
