full_id,osm_id,osm_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,email,name,phone,url,addr:state,website,type,wikimapa:author,opening_hours,addr:suburb,denomination,religion,wheelchair,IPP:BAIRRO,IPP:CHAVE,IPP:CODATIVIDA,IPP:CODBAIRRO,IPP:COD_INEP,IPP:COD_SMA,IPP:CRE,IPP:DESIGNACAO,IPP:ENDNOVO,IPP:FLG_VALIDA,IPP:OBS,IPP:ENDERECO,IPP:TELEFONES,fee,operator,operator:type,building,addr:housename,historic,suburb,alt_name,start_date,school,sport,barrier,entrance,description,short_name,phone:2,level,official_name,school_type,bicycle,foot,addr:place,fax,office,display,support,visibility,bicycle_parking,capacity,covered,pt:bicycle_parking,access,natural,wikidata,wikipedia,name:en,name:pt,language,addr:unit,loc_name,education,min_age,layer,parking,internet_access,internet_access:fee,grades,survey:date,x,y
n823943606,"823943606",node,Rio de Janeiro,BR,230 Fundos,,Rua Emílio de Meneses,school,,Escola Especial Municipal Maurício de Medeiros,+55-21-22290301,,,,,,,,,,,Quintino Bocaiúva,"10987","0","079","33075964","010987","05","0515042",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10987&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3128195000,-22.8864413000
n823943612,"823943612",node,,,,,,school,,Creche Municipal Virgínia Lemos,,,,,,,,,,,,Caju,"18648","0","004","33141177","018648","01","0101602",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18648&cmd=load,N,A creche fica no inicio da rua a esquerda,RUA PARAISO17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2332540000,-22.8864360000
n823943613,"823943613",node,,,,,,school,,Escola Municipal Panamá,,,,,,,,,,,,Grajaú,"10889","0","038","33068364","010889","02","0209023",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10889&cmd=load,S,,"Rua Duquesa de Bragança, 22  ",2238-2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2552381000,-22.9232020000
n823943616,"823943616",node,,,,,,school,,Escola Municipal Medeiros e Albuquerque,,,,,,,,,,,,Engenho Novo,"11844","0","061","33073023","011844","03","0313014",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11844&cmd=load,S,,"Rua Bolívia, 62  ",2261-3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2690951000,-22.8997377000
n823943621,"823943621",node,,,,,,school,,Escola Municipal Odilon de Andrade,,,,,,,,,,,,Olaria,"11284","0","042","33069336","011284","04","0410022",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11284&cmd=load,,,"Rua Itapé, S/Nº  ",2270-9680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2776345000,-22.8525682000
n823943633,"823943633",node,,,"119",,Rua Ferreira Araújo,school,,Escola Municipal Dois de Julho,+55-21-38607748,,,,,,,,,,,Benfica,"11473","0","012","33066230","011473","01","0107014",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11473&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2331158000,-22.8915200000
n823943641,"823943641",node,,,,,,school,,Ciep Rubens Gomes,,,,,,,,,,,,Costa Barros,"11621","0","113","33088080","011621","06","0625204",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11621&cmd=load,S,,"Rua Funcionário Mestre Macedo, S/Nº  ",3106-0362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3686132000,-22.8261763000
n823943670,"823943670",node,Rio de Janeiro,BR,"707",,Rua José dos Reis,school,,Escola Municipal Honório Gurgel,+55-21-22698245,,,,,,,,,,,Engenho de Dentro,"11835","0","066","33072825","011835","03","0313023",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11835&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2933789000,-22.8883480000
n823943671,"823943671",node,,,,,,school,,Escola Municipal George Sumner,,,,,,,,,,,,Riachuelo,"11490","0","059","33072760","011490","03","0312009",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11490&cmd=load,S,,"Rua Ana Néri, 2.028  ",2501-0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2554496000,-22.9007166000
n823943673,"823943673",node,,,,,,school,,Escola Municipal Professor Paulo Silva,,,,,,,,,,,,Inhoaíba,"11119","0","146","33083290","011119","09","0918036",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11119&cmd=load,S,,"Rua Jario Corrêa, S/Nº - Benjamin Dumont ",3394-5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5847775000,-22.9085990000
n823943674,"823943674",node,,,,,,school,,Escola Municipal Frota Pessoa,,,,,,,,,,,,Costa Barros,"11415","0","113","33087067","011415","06","0625012",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11415&cmd=load,S,,"Rua Acataia, 205  ",3339-1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3733157000,-22.8239218000
n823943679,"823943679",node,,,,,,school,,Escola Municipal Emiliano Galdino,,,,,,,,,,,,Santa Cruz,"11217","0","149","33084645","011217","10","1019053",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11217&cmd=load,S,,"Rua Conceição de Ipanema L.14 Q.16, S/Nº  ",3395-3284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6726058000,-22.9041920000
n823943696,"823943696",node,,,,,,school,,Escola Municipal Cesarinho,,,,,,,,,,,,Paciência,"11777","0","148","33083940","011777","10","1019067",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11777&cmd=load,S,,"Rua Mário F. de Souza, S/Nº - Conj. Cesarinho",2409-7101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6400097000,-22.9217667000
n823943704,"823943704",node,,,,,,school,,Escola Municipal Professor Castro Rebello,,,,,,,,,,,,Campo Grande,"11166","0","144","33083223","011166","09","0918083",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11166&cmd=load,S,,"Estr. do Campinho, 6.500 - Rua Sete S/Nº, Conj. Campinho  ",3394-3810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6166631000,-22.8849290000
n823943707,"823943707",node,,,,,,school,,Escola Municipal Levy Miranda,,,,,,,,,,,,Pavuna,"11434","0","114","33087148","011434","06","0625031",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11434&cmd=load,S,,"Rua Iguaba Grande, 313  ",2455-6583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3776638000,-22.8153362000
n823943709,"823943709",node,,,,,,school,,Escola Municipal Cora Coralina,,,,,,,,,,,,Campo Grande,"11164","0","144","33082774","011164","09","0918081",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11164&cmd=load,S,,"Rua Votorantim, S/Nº - Km 10 - Mendanha",2413-7919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5370898000,-22.8587935000
n823943722,"823943722",node,,,,,,school,,Escola Municipal Professor Joaquim da Costa Ribeiro,,,,,,,,,,,,Bangu,"11054","0","141","33080593","011054","08","0817054",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11054&cmd=load,S,,"Estr. da Cancela Preta, 1.791  ",3309-2344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4555634000,-22.8561646000
n823943728,"823943728",node,,,,,,school,,Escola Municipal Eurico Vilela,,,,,,,,,,,,Inhaúma,"11502","0","054","33072728","011502","03","0312021",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11502&cmd=load,S,Telefone 3866-3521,"Rua Lagoa Clara, S/Nº  ",3866-3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2728988000,-22.8738552000
n823943732,"823943732",node,,,,,,school,,Creche Municipal Caracol,,,,,,,,,,,,Penha,"18661","0","043","33096554","018661","04","0411605",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18661&cmd=load,S,Tel: 2270-6136,RUA MARAGOGI195,2270-6136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2894818000,-22.8440711000
n823943734,"823943734",node,,,,,,school,,Creche Municipal Luiza de Barros de S  Freire,,,,,,,,,,,,Costa Barros,"18713","0","113","33129398","018713","06","0625607",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18713&cmd=load,N,Fica em frente à rua Gil Eanes (telhado cor de terra em forma de retângulo),ESTRADA BOTAFOGO270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3619635000,-22.8198223000
n823943735,"823943735",node,,,,,,school,,Escola Municipal José Clemente Pereira,,,,,,,,,,,,Cidade De Deus,"11933","0","118","33078009","011933","07","0734009",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11933&cmd=load,S,,"Rua Zózimo do Amaral, 275  ",2445-0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3691834000,-22.9482499000
n823943740,"823943740",node,,,,,,school,,Ciep Poeta Fernando Pessoa,,,,,,,,,,,,Parque Anchieta,"11401","0","108","33086524","011401","06","0622201",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11401&cmd=load,S,,"Rua Silvestre Felipe, S/Nº  ",2455-6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4184732000,-22.8294809000
n823943741,"823943741",node,Rio de Janeiro,,"776",,Avenida Niemeyer,school,,Escola Municipal Rinaldo De Lamare,,,,,,,,São Conrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2529534000,-22.9935304000
n823943743,"823943743",node,,,,,,school,,Escola Municipal Vítor Meireles,,,,,,,,,,,,Taquara,"11635","0","122","33078386","011635","07","0716039",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11635&cmd=load,S,,"Rua Joaquim Inácio Filho, 29  ",2445-2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3684249000,-22.9361281000
n823943754,"823943754",node,,,,,,school,,Escola Municipal Dilermando Cruz,,,,,,,,,,,,Ramos,"11271","0","041","33069220","011271","04","0410009",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11271&cmd=load,,,"Avenida Teixeira de Castro, 407  ",2590-3591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2524926000,-22.8538810000
n823943767,"823943767",node,,,,,,school,,Escola Municipal Senador João Lyra Tavares,,,,,,,,,,,,Lins De Vasconcelos,"11847","0","062","33073252","011847","03","0313012",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11847&cmd=load,S,Telefone 2218-5499,"Rua Luiz Bezerra, 2  ",2218-5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2732173000,-22.9056719000
n823943775,"823943775",node,,,,,,school,,Escola Municipal Jardim Guadalajara,,,,,,,,,,,,Inhaúma,"11865","0","054","33071209","011865","03","0312039",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11865&cmd=load,S,,"Trav. Yucatan, S/Nº  ",2260-2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2762361000,-22.8635219000
n823943780,"823943780",node,Rio de Janeiro,BR,"473",,Avenida Ministro Edgard Romero,school,,Escola Municipal Astolfo Rezende,+55-21-24812996,,,,,,,,,,,Madureira,"11002","0","083","33076006","011002","05","0515058",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11002&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3348167000,-22.8663534000
n823943794,"823943794",node,,,,,,school,,Creche Municipal Menino Maluquinho,,,,,,,,,,,,Maré,"18781","0","157","33144702","018781","04","0430601",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18781&cmd=load,S,Bairro Maré - Tel: 3109-5892,RUA PROJETADA AS/N,3109-5892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2385134000,-22.8713974000
n823943796,"823943796",node,,,,,,school,,Escola Municipal Professora Luzia Maria Moreira do Nascimento,,,,,,,,,,,,Guaratiba,"40110","0","151","33158002","040110","10","1026023",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=40110&cmd=load,S,,"Estrada do Mato Alto, 4790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5892125000,-22.9676832000
n823943799,"823943799",node,Rio de Janeiro,BR,"517",,Rua Ibiá,school,,Escola Municipal Padre José Maurício Tomás,+55-21-33504083,,,,,,,,,,,Turiaçú,"11007","0","085","33076316","011007","05","0515063",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11007&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3421490000,-22.8591685000
n823943803,"823943803",node,,,,,,school,,Escola Municipal Presidente Wilson,,,,,,,,,,,,Senador Camará,"11037","0","142","33080992","011037","08","0817037",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11037&cmd=load,S,,"Rua Marmiari, S/Nº  ",2401-5548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4828647000,-22.8890622000
n823943806,"823943806",node,,,,,,school,,Escola Municipal Hildegardo de Noronha,,,,,,,,,,,,Anchieta,"11400","0","107","33087113","011400","06","0622027",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11400&cmd=load,S,,"Rua Nagóia, S/Nº  ",2455-4351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3864950000,-22.8207301000
n823943807,"823943807",node,,,,,,school,,Escola Municipal São Vicente,,,,,,,,,,,,Penha,"11371","0","043","33070873","011371","04","0411003",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11371&cmd=load,,,"Rua Irmã Paula, 2  ",2564-0964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2824744000,-22.8446919000
n823943820,"823943820",node,Rio de Janeiro,,"28",20975-020,Praça Ubajara,school,,Escola Municipal Delfim Moreira,,,,,,,,Rocha,,,,Jacaré,"11489","0","051","33072663","011489","03","0312008",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11489&cmd=load,S,,"Pça. Ubajara, 28",2201-0562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2523321000,-22.8937984000
n823943826,"823943826",node,,,,,,school,,Ciep Procópio Ferreira,,,,,,,,,,,,Del Castilho,"11859","0","053","33071349","011859","03","0312502",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11859&cmd=load,S,,"Praça da Confederação Suíça, S/Nº  ",2581-6024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2749076000,-22.8795255000
n823943827,"823943827",node,,,,,,school,,Creche Municipal Sempre Vida Antares,,,,,,,,,,,,Santa Cruz,"17893","0","149","33121877","017893","10","1019602",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=17893&cmd=load,S,,AVENIDA ANTARESS/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6621447000,-22.9213924000
n823943831,"823943831",node,,,,,,school,,Escola Municipal Clóvis Beviláqua,,,,,,,,,,,,Olaria,"11277","0","042","33069190","011277","04","0410015",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11277&cmd=load,S,,"Rua Antonio Rego, 383  ",2590-1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2655178000,-22.8494589000
n823943844,"823943844",node,,,,,,school,,Escola Municipal José Piquet Carneiro,,,,,,,,,,,,Padre Miguel,"11062","0","140","33080674","011062","08","0817062",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11062&cmd=load,S,,"Estrada Porto Nacional, S/Nº  ",2401-5812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4551780000,-22.8629482000
n823943845,"823943845",node,Rio de Janeiro,,,,,school,,Escola Municipal Professor Josué de Castro,+55 21 3104-7747,,,,,,,Maré,,,,,,,,,,,,,,,"Avenida Brasil, 4.040 - Rua 6, S/Nº",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2407540000,-22.8737513000
n823943846,"823943846",node,,,,,,school,,E.D.I João Corrêa,,,,,,,,,,,,Santa Cruz,"11781","0","149","33083975","011781","10","1019068",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11781&cmd=load,N,esquina da rua Eng. Moacir barbosa e a r. Wilson Souza Pinheiro,"Rua Alberi Vieira dos Santos, S/Nº - Urucânia",3395-3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6518750000,-22.9159784000
n823943850,"823943850",node,,,,,,school,,Ciep Deputado José Carlos Brandão Monteiro,,,,,,,,,,,,Penha,"11570","0","043","33069816","011570","04","0411502",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11570&cmd=load,S,,"Rua São Vicente de Paula, 625  ",2560-9098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2836399000,-22.8512552000
n823943855,"823943855",node,,,,,,school,,Escola Municipal José Marti,,,,,,,,,,,,Engenho Da Rainha,"10902","0","055","33072892","010902","03","0312029",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10902&cmd=load,S,,"Pça. Abuna, S/Nº",2269-7147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2951156000,-22.8704545000
n823943858,"823943858",node,,,"161",,Rua Dona Emilia,school,,Escola Municipal Ceará,+55-21-22297408,,,,,,,,,,,Inhaúma,"11497","0","054","33072639","011497","03","0312016",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11497&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2834338000,-22.8726609000
n823943859,"823943859",node,,,,,,school,,Escola Municipal Nelson Romero,,,,,,,,,,,,Sepetiba,"11190","0","150","33084882","011190","10","1019026",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11190&cmd=load,S,,"Rua José Baldino, S/Nº  ",3158-0848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6973965000,-22.9717520000
n823943899,"823943899",node,,,,,,school,,Creche Municipal Zacarias - O Trapalhão,,,,,,,,,,,,Santa Cruz,"18789","0","149","33096449","018789","10","1019624",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18789&cmd=load,S,,AVENIDA JOAO XXIII222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.7146082000,-22.9037656000
n823943937,"823943937",node,,,,,,school,,Escola Municipal Teodoro Sampaio,,,,,,,,,,,,Senador Vasconcelos,"11131","0","145","33083444","011131","09","0918048",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11131&cmd=load,S,,"Rua Gal. Uchoa Cavalcanti, 135  ",3394-6725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5444780000,-22.8938593000
n823943940,"823943940",node,,,"63",,Rua Edgar Gordilho,school,,Escola Municipal Vicente Licinio Cardoso,+55-21-22534643,,,,,,,,,,,Saude,"10785","0","001","33062501","010785","01","0101001",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10785&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1837492000,-22.8970008000
n823943941,"823943941",node,,,,,,school,,Creche Municipal Major Celestino R. dos Santos,,,,,,,,,,,,Iraja,"18715","0","076","33096201","018715","06","0625608",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18715&cmd=load,N,Nome: Major José Celestino Fica na saída da passarela escondida bxo das árvores,AVENIDA BRASIL18476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3388456000,-22.8261347000
n823943944,"823943944",node,Rio de Janeiro,,"485",,Rua Aristóteles,school,,Escola Municipal Professor Alfredo Russell,+55 21 3372-0231,,,,,,,Rocha Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3445021000,-22.8431757000
n823943949,"823943949",node,,,,,,school,,Escola Municipal Maestro Lorenzo Fernandes,,,,,,,,,,,,Tanque,"11654","0","123","33078106","011654","07","0716055",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11654&cmd=load,S,Segundo a diretora as informações estão corretas,"Rua São Calixto, 179",2423-1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3720150000,-22.9134932000
n823943951,"823943951",node,Rio de Janeiro,BR,"895",,Avenida Ministro Edgard Romero,school,,Escola Municipal Irmã Zélia,+55-21-34571006,,,,,,,,,,,Vaz Lobo,"11004","0","084","33076189","011004","05","0515060",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11004&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3296440000,-22.8582189000
n823943957,"823943957",node,,,,,,school,,Escola Municipal Alba Canizares do Nascimento,,,,,,,,,,,,Inhoaíba,"11086","0","146","33082545","011086","09","0918001",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11086&cmd=load,S,,"Rua Prof. Souza Moreira, 301  ",2413-4525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5958432000,-22.9105785000
n823943961,"823943961",node,,,,,,school,,Escola Municipal Pedro Lessa,,,,,,,,,,,,Bonsucesso,"11266","0","040","33069379","011266","04","0410004",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11266&cmd=load,,,"Rua Adail, 49  ",2564-4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2543219000,-22.8604828000
n823943968,"823943968",node,,,,,,school,,Creche Municipal Carmen Miranda,,,,,,,,,,,,Barra da Tijuca,"18619","0","128","33135657","018619","07","0724607",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18619&cmd=load,S,CORRETO,AVENIDA DAS AMERICAS2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3357981000,-22.9971380000
n823943973,"823943973",node,,,,,,school,,Escola Municipal Costa do Marfim,,,,,,,,,,,,Realengo,"11986","0","139","33080313","011986","08","0833045",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11986&cmd=load,S,,"Rua Pedro Nava, S/Nº  ",3424-3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4251354000,-22.8649168000
n823943974,"823943974",node,,,,,,school,,Escola Municipal Professor Emmanuel Pereira Filho,,,,,,,,,,,,Cordovil,"11345","0","046","33070806","011345","04","0431005",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11345&cmd=load,S,,"Pça. Laguna, 102  ",3391-7389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3067935000,-22.8267115000
n823943975,"823943975",node,,,,,,school,,Escola Municipal Jenny Gomes,,,,,,,,,,,,Rio Comprido,"11537","0","007","33063150","011537","01","0103006",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11537&cmd=load,N,"A escola é no predio a direta, são dois predios com estacionamento e uma arvore","Avenida Paulo de Frontin, 452  ",2273-5299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2102683000,-22.9230499000
n823943976,"823943976",node,,,,,,school,,Escola Municipal Waldir Azevedo Franco,,,,,,,,,,,,Bangu,"11024","0","141","33081247","011024","08","0817024",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11024&cmd=load,S,,"Rua dos Estampadores, 985  ",3331-1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4705756000,-22.8867467000
n823943977,"823943977",node,,,"340",,Rua Abélia,school,,Escola Municipal Álvaro Moreira,,,,,,,,,,,,Jardim Guanabara,"11317","0","099","33085935","011317","04","0420008",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11317&cmd=load,S,,"Rua Abélia, 340",3393-7005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1965555000,-22.8100288000
n823943982,"823943982",node,,,,,,school,,Escola Municipal Leonardo da Vinci,,,,,,,,,,,,Bangu,"11017","0","141","33080704","011017","08","0817017",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11017&cmd=load,S,,"Rua Renato Rebechi, S/Nº",2401-5805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4731461000,-22.8924044000
